Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-05-03 00:00:00-04:00,21909.599609375,21983.5,21859.69921875,21947.400390625,228985700,0.0,0.0
2024-05-06 00:00:00-04:00,21988.80078125,22261.69921875,21988.80078125,22259.5,234299700,0.0,0.0
2024-05-07 00:00:00-04:00,22279.5,22347.400390625,22261.0,22290.599609375,190099600,0.0,0.0
2024-05-08 00:00:00-04:00,22089.599609375,22262.0,22048.900390625,22259.19921875,220846500,0.0,0.0
2024-05-09 00:00:00-04:00,22287.0,22427.0,22287.0,22375.80078125,207372300,0.0,0.0
2024-05-10 00:00:00-04:00,22395.80078125,22470.30078125,22298.69921875,22308.900390625,242184400,0.0,0.0
2024-05-13 00:00:00-04:00,22323.19921875,22370.69921875,22238.30078125,22259.19921875,207788000,0.0,0.0
2024-05-14 00:00:00-04:00,22271.0,22309.0,22182.900390625,22243.30078125,224376000,0.0,0.0
2024-05-15 00:00:00-04:00,22277.0,22334.69921875,22214.599609375,22284.80078125,221116900,0.0,0.0
2024-05-16 00:00:00-04:00,22288.80078125,22330.0,22260.69921875,22299.80078125,191357800,0.0,0.0
2024-05-17 00:00:00-04:00,22326.0,22468.599609375,22301.099609375,22465.400390625,243629500,0.0,0.0
2024-05-21 00:00:00-04:00,22436.400390625,22555.0,22416.0,22468.19921875,264642500,0.0,0.0
2024-05-22 00:00:00-04:00,22434.099609375,22439.099609375,22283.5,22346.80078125,234235500,0.0,0.0
2024-05-23 00:00:00-04:00,22376.69921875,22421.099609375,22134.69921875,22200.80078125,240357600,0.0,0.0
2024-05-24 00:00:00-04:00,22220.30078125,22354.80078125,22220.30078125,22320.900390625,200498000,0.0,0.0
2024-05-27 00:00:00-04:00,22337.30078125,22388.900390625,22337.30078125,22373.400390625,81363000,0.0,0.0
2024-05-28 00:00:00-04:00,22346.900390625,22346.900390625,22209.30078125,22265.099609375,231949500,0.0,0.0
2024-05-29 00:00:00-04:00,22170.19921875,22170.19921875,21896.69921875,21898.0,232685600,0.0,0.0
2024-05-30 00:00:00-04:00,21915.30078125,22108.80078125,21915.30078125,22071.69921875,205983400,0.0,0.0
2024-05-31 00:00:00-04:00,22102.80078125,22271.19921875,21966.19921875,22269.099609375,373397200,0.0,0.0
2024-06-03 00:00:00-04:00,22262.099609375,22312.099609375,22014.900390625,22116.69921875,272252400,0.0,0.0
2024-06-04 00:00:00-04:00,22059.900390625,22059.900390625,21828.400390625,21978.19921875,223803600,0.0,0.0
2024-06-05 00:00:00-04:00,22028.30078125,22180.30078125,22028.30078125,22145.0,216727300,0.0,0.0
2024-06-06 00:00:00-04:00,22125.5,22235.0,22125.5,22229.099609375,198208700,0.0,0.0
2024-06-07 00:00:00-04:00,22139.099609375,22144.30078125,22002.69921875,22007.0,238335600,0.0,0.0
2024-06-10 00:00:00-04:00,21992.69921875,22105.69921875,21953.400390625,22069.80078125,227995100,0.0,0.0
2024-06-11 00:00:00-04:00,22011.099609375,22011.099609375,21842.900390625,21887.30078125,219585500,0.0,0.0
2024-06-12 00:00:00-04:00,21986.30078125,22127.69921875,21933.30078125,21961.599609375,244264400,0.0,0.0
2024-06-13 00:00:00-04:00,21930.80078125,21930.80078125,21680.099609375,21698.099609375,239756200,0.0,0.0
2024-06-14 00:00:00-04:00,21667.099609375,21667.099609375,21486.80078125,21639.099609375,224349800,0.0,0.0
2024-06-17 00:00:00-04:00,21584.30078125,21604.099609375,21466.599609375,21587.900390625,283551500,0.0,0.0
2024-06-18 00:00:00-04:00,21569.0,21708.099609375,21567.0,21611.30078125,222238400,0.0,0.0
2024-06-19 00:00:00-04:00,21591.80078125,21642.0,21491.599609375,21516.900390625,95798000,0.0,0.0
2024-06-20 00:00:00-04:00,21520.400390625,21662.400390625,21520.400390625,21581.400390625,274646100,0.0,0.0
2024-06-21 00:00:00-04:00,21576.0,21586.400390625,21499.599609375,21554.900390625,673563300,0.0,0.0
2024-06-24 00:00:00-04:00,21585.30078125,21866.900390625,21585.30078125,21848.599609375,258177200,0.0,0.0
2024-06-25 00:00:00-04:00,21834.30078125,21834.30078125,21704.69921875,21788.5,204190200,0.0,0.0
2024-06-26 00:00:00-04:00,21724.900390625,21807.69921875,21680.80078125,21793.900390625,193992600,0.0,0.0
2024-06-27 00:00:00-04:00,21798.400390625,21956.69921875,21798.400390625,21942.19921875,171009300,0.0,0.0
2024-06-28 00:00:00-04:00,21973.099609375,22050.30078125,21807.30078125,21875.80078125,276278900,0.0,0.0
2024-07-02 00:00:00-04:00,21850.400390625,21955.69921875,21802.30078125,21953.80078125,272323600,0.0,0.0
2024-07-03 00:00:00-04:00,22003.69921875,22273.900390625,22003.69921875,22223.69921875,166705700,0.0,0.0
2024-07-04 00:00:00-04:00,22225.099609375,22287.0,22224.69921875,22244.0,69899700,0.0,0.0
2024-07-05 00:00:00-04:00,22277.5,22288.900390625,22059.0,22059.0,225355600,0.0,0.0
2024-07-08 00:00:00-04:00,22048.099609375,22133.599609375,21997.599609375,22126.099609375,179359500,0.0,0.0
2024-07-09 00:00:00-04:00,22099.0,22113.69921875,22028.400390625,22042.5,175435900,0.0,0.0
2024-07-10 00:00:00-04:00,22074.19921875,22354.099609375,22074.19921875,22350.19921875,242273200,0.0,0.0
2024-07-11 00:00:00-04:00,22399.80078125,22574.69921875,22399.80078125,22544.099609375,228304000,0.0,0.0
2024-07-12 00:00:00-04:00,22571.19921875,22750.30078125,22571.19921875,22673.5,187317600,0.0,0.0
2024-07-15 00:00:00-04:00,22693.69921875,22818.400390625,22633.19921875,22751.69921875,200939000,0.0,0.0
2024-07-16 00:00:00-04:00,22810.099609375,22996.099609375,22757.69921875,22995.400390625,190782300,0.0,0.0
2024-07-17 00:00:00-04:00,22914.80078125,22952.69921875,22808.19921875,22851.19921875,197698700,0.0,0.0
2024-07-18 00:00:00-04:00,22857.19921875,22888.30078125,22648.900390625,22726.80078125,230478600,0.0,0.0
2024-07-19 00:00:00-04:00,22676.5,22770.400390625,22616.19921875,22690.400390625,157255100,0.0,0.0
2024-07-22 00:00:00-04:00,22742.599609375,22892.30078125,22700.900390625,22872.69921875,209074300,0.0,0.0
2024-07-23 00:00:00-04:00,22870.80078125,22871.099609375,22771.099609375,22813.80078125,156543300,0.0,0.0
2024-07-24 00:00:00-04:00,22756.19921875,22844.80078125,22639.599609375,22639.599609375,194142500,0.0,0.0
2024-07-25 00:00:00-04:00,22597.099609375,22719.099609375,22464.0,22608.0,212777400,0.0,0.0
2024-07-26 00:00:00-04:00,22683.900390625,22843.19921875,22683.900390625,22814.80078125,174461100,0.0,0.0
2024-07-29 00:00:00-04:00,22836.80078125,22877.30078125,22703.80078125,22779.599609375,173007000,0.0,0.0
2024-07-30 00:00:00-04:00,22787.19921875,22900.400390625,22775.5,22824.69921875,188736600,0.0,0.0
2024-07-31 00:00:00-04:00,22906.599609375,23209.69921875,22906.599609375,23110.80078125,255760100,0.0,0.0
2024-08-01 00:00:00-04:00,23105.30078125,23123.900390625,22622.0,22723.19921875,253145500,0.0,0.0
2024-08-02 00:00:00-04:00,22557.30078125,22557.30078125,22020.19921875,22227.599609375,293203700,0.0,0.0
2024-08-06 00:00:00-04:00,22013.900390625,22063.30078125,21659.30078125,21979.400390625,322343500,0.0,0.0
2024-08-07 00:00:00-04:00,22199.900390625,22267.19921875,21835.69921875,21881.0,260264600,0.0,0.0
2024-08-08 00:00:00-04:00,21949.900390625,22288.80078125,21949.900390625,22225.599609375,207742800,0.0,0.0
2024-08-09 00:00:00-04:00,22245.400390625,22324.900390625,22131.0,22311.30078125,193471800,0.0,0.0
2024-08-12 00:00:00-04:00,22341.400390625,22452.69921875,22322.80078125,22398.900390625,245704500,0.0,0.0
2024-08-13 00:00:00-04:00,22439.69921875,22620.5,22439.69921875,22618.19921875,218020800,0.0,0.0
2024-08-14 00:00:00-04:00,22620.900390625,22763.69921875,22601.900390625,22760.0,229000300,0.0,0.0
2024-08-15 00:00:00-04:00,22877.599609375,23074.599609375,22877.599609375,23032.69921875,208220100,0.0,0.0
2024-08-16 00:00:00-04:00,23015.19921875,23070.599609375,22984.400390625,23054.599609375,182345900,0.0,0.0
2024-08-19 00:00:00-04:00,23039.19921875,23192.5,23039.19921875,23116.400390625,258284600,0.0,0.0
2024-08-20 00:00:00-04:00,23117.099609375,23131.30078125,22994.30078125,23037.400390625,205279200,0.0,0.0
2024-08-21 00:00:00-04:00,23025.19921875,23125.900390625,23025.19921875,23121.69921875,175405300,0.0,0.0
2024-08-22 00:00:00-04:00,23092.19921875,23110.19921875,22983.099609375,23037.5,214223700,0.0,0.0
2024-08-23 00:00:00-04:00,23100.69921875,23342.599609375,23100.69921875,23286.099609375,200271100,0.0,0.0
2024-08-26 00:00:00-04:00,23304.30078125,23414.0,23304.30078125,23349.0,211205900,0.0,0.0
2024-08-27 00:00:00-04:00,23281.30078125,23315.400390625,23185.69921875,23260.0,204086500,0.0,0.0
2024-08-28 00:00:00-04:00,23230.599609375,23239.400390625,23063.69921875,23127.0,220336900,0.0,0.0
2024-08-29 00:00:00-04:00,23174.599609375,23336.900390625,23174.599609375,23227.5,228787600,0.0,0.0
2024-08-30 00:00:00-04:00,23219.599609375,23353.0,23148.5,23346.19921875,314444900,0.0,0.0
2024-09-03 00:00:00-04:00,23282.30078125,23282.30078125,22976.599609375,23042.5,312301700,0.0,0.0
2024-09-04 00:00:00-04:00,22986.19921875,23146.0,22981.400390625,23040.80078125,228750900,0.0,0.0
2024-09-05 00:00:00-04:00,23070.19921875,23173.80078125,22976.30078125,22988.30078125,209588300,0.0,0.0
2024-09-06 00:00:00-04:00,22997.19921875,23119.30078125,22679.900390625,22781.400390625,250135600,0.0,0.0
2024-09-09 00:00:00-04:00,22879.19921875,23082.400390625,22879.19921875,23027.19921875,254960300,0.0,0.0
2024-09-10 00:00:00-04:00,23030.69921875,23030.69921875,22791.599609375,23003.099609375,292281000,0.0,0.0
2024-09-11 00:00:00-04:00,22999.400390625,23211.19921875,22829.19921875,23211.19921875,265748800,0.0,0.0
2024-09-12 00:00:00-04:00,23231.69921875,23483.099609375,23231.69921875,23475.099609375,312048900,0.0,0.0
2024-09-13 00:00:00-04:00,23523.5,23637.30078125,23523.5,23568.69921875,261854300,0.0,0.0
2024-09-16 00:00:00-04:00,23583.099609375,23721.599609375,23548.69921875,23702.099609375,267640100,0.0,0.0
2024-09-17 00:00:00-04:00,23754.900390625,23800.599609375,23603.900390625,23677.69921875,276234500,0.0,0.0
2024-09-18 00:00:00-04:00,23672.30078125,23780.19921875,23557.400390625,23592.599609375,239771300,0.0,0.0
2024-09-19 00:00:00-04:00,23756.30078125,23909.5,23729.400390625,23866.30078125,249652800,0.0,0.0
2024-09-20 00:00:00-04:00,23875.099609375,23883.400390625,23740.400390625,23867.400390625,742792500,0.0,0.0
2024-09-23 00:00:00-04:00,23877.19921875,23961.400390625,23807.69921875,23894.69921875,299271000,0.0,0.0
2024-09-24 00:00:00-04:00,23931.400390625,24011.19921875,23919.5,23952.19921875,222321800,0.0,0.0
2024-09-25 00:00:00-04:00,23938.30078125,23962.099609375,23876.69921875,23905.900390625,209808900,0.0,0.0
2024-09-26 00:00:00-04:00,23943.599609375,24107.0,23943.599609375,24033.80078125,251126000,0.0,0.0
2024-09-27 00:00:00-04:00,24041.099609375,24075.599609375,23955.599609375,23956.80078125,330882900,0.0,0.0
2024-09-30 00:00:00-04:00,23901.5,24010.80078125,23824.19921875,24000.400390625,235526800,0.0,0.0
2024-10-01 00:00:00-04:00,23982.900390625,24065.80078125,23875.69921875,24034.0,251218300,0.0,0.0
2024-10-02 00:00:00-04:00,24068.5,24113.30078125,23951.19921875,24001.599609375,203004000,0.0,0.0
2024-10-03 00:00:00-04:00,23966.69921875,23982.19921875,23824.0,23968.5,209437900,0.0,0.0
2024-10-04 00:00:00-04:00,24044.599609375,24179.30078125,24044.599609375,24162.80078125,229682100,0.0,0.0
2024-10-07 00:00:00-04:00,24137.900390625,24173.099609375,23988.19921875,24102.69921875,256823000,0.0,0.0
2024-10-08 00:00:00-04:00,24076.400390625,24083.099609375,23969.30078125,24072.5,207903200,0.0,0.0
2024-10-09 00:00:00-04:00,24043.69921875,24230.099609375,24009.5,24224.900390625,182137600,0.0,0.0
2024-10-10 00:00:00-04:00,24176.400390625,24315.5,24134.900390625,24302.30078125,254987400,0.0,0.0
2024-10-11 00:00:00-04:00,24302.30078125,24520.30078125,24302.30078125,24471.19921875,227977200,0.0,0.0
2024-10-15 00:00:00-04:00,24459.19921875,24479.19921875,24357.900390625,24439.099609375,278927200,0.0,0.0
2024-10-16 00:00:00-04:00,24469.0,24603.099609375,24469.0,24561.19921875,230565800,0.0,0.0
2024-10-17 00:00:00-04:00,24602.30078125,24704.400390625,24602.30078125,24690.5,219053900,0.0,0.0
2024-10-18 00:00:00-04:00,24714.099609375,24850.19921875,24698.0,24822.5,231848200,0.0,0.0
2024-10-21 00:00:00-04:00,24838.19921875,24922.900390625,24692.099609375,24723.30078125,219491900,0.0,0.0
2024-10-22 00:00:00-04:00,24681.5,24692.69921875,24565.19921875,24689.69921875,82801600,0.0,0.0
2024-10-23 00:00:00-04:00,24675.400390625,24709.0,24453.400390625,24573.599609375,184290100,0.0,0.0
2024-10-24 00:00:00-04:00,24557.099609375,24590.5,24372.30078125,24551.599609375,212931800,0.0,0.0
2024-10-25 00:00:00-04:00,24547.0,24606.900390625,24435.80078125,24463.69921875,171032700,0.0,0.0
2024-10-28 00:00:00-04:00,24456.900390625,24599.0,24406.400390625,24565.69921875,220373200,0.0,0.0
2024-10-29 00:00:00-04:00,24542.80078125,24591.400390625,24461.900390625,24562.599609375,201022200,0.0,0.0
2024-10-30 00:00:00-04:00,24486.400390625,24571.30078125,24428.099609375,24507.80078125,179923200,0.0,0.0
2024-10-31 00:00:00-04:00,24457.80078125,24457.80078125,24098.5,24156.900390625,283411400,0.0,0.0
2024-11-01 00:00:00-04:00,24225.30078125,24365.099609375,24205.19921875,24255.19921875,210239500,0.0,0.0
2024-11-04 00:00:00-05:00,24219.19921875,24353.400390625,24162.19921875,24256.099609375,251991400,0.0,0.0
2024-11-05 00:00:00-05:00,24262.5,24393.80078125,24231.80078125,24387.900390625,197183200,0.0,0.0
2024-11-06 00:00:00-05:00,24483.19921875,24646.400390625,24315.19921875,24637.5,273181100,0.0,0.0
2024-11-07 00:00:00-05:00,24651.400390625,24869.19921875,24644.30078125,24845.900390625,259934800,0.0,0.0
2024-11-08 00:00:00-05:00,24804.30078125,24804.30078125,24679.69921875,24759.400390625,213057300,0.0,0.0
2024-11-11 00:00:00-05:00,24783.599609375,24901.5,24772.5,24789.30078125,212522000,0.0,0.0
2024-11-12 00:00:00-05:00,24979.80078125,25024.900390625,24826.099609375,24923.0,242350000,0.0,0.0
2024-11-13 00:00:00-05:00,24917.69921875,25003.0,24860.599609375,24989.0,217240300,0.0,0.0
2024-11-14 00:00:00-05:00,24990.099609375,25137.69921875,24990.099609375,25049.69921875,219873300,0.0,0.0
2024-11-15 00:00:00-05:00,25004.5,25004.5,24814.900390625,24890.69921875,253363600,0.0,0.0
2024-11-18 00:00:00-05:00,24906.5,25082.900390625,24906.5,24976.900390625,286275200,0.0,0.0
2024-11-19 00:00:00-05:00,24887.400390625,25018.599609375,24787.80078125,25010.80078125,226203600,0.0,0.0
2024-11-20 00:00:00-05:00,25022.599609375,25041.599609375,24909.69921875,25036.5,214812100,0.0,0.0
2024-11-21 00:00:00-05:00,25076.900390625,25402.099609375,25040.599609375,25390.69921875,270817700,0.0,0.0
2024-11-22 00:00:00-05:00,25395.69921875,25478.400390625,25360.099609375,25444.30078125,196541000,0.0,0.0
2024-11-25 00:00:00-05:00,25457.30078125,25542.599609375,25389.69921875,25410.400390625,444928500,0.0,0.0
2024-11-26 00:00:00-05:00,25391.69921875,25437.19921875,25288.5,25405.099609375,274999500,0.0,0.0
2024-11-27 00:00:00-05:00,25388.5,25524.599609375,25385.400390625,25488.30078125,201383600,0.0,0.0
2024-11-28 00:00:00-05:00,25483.400390625,25593.5,25483.400390625,25543.5,81479800,0.0,0.0
2024-11-29 00:00:00-05:00,25530.19921875,25694.5,25529.0,25648.0,176428600,0.0,0.0
2024-12-02 00:00:00-05:00,25650.30078125,25706.5,25492.599609375,25590.30078125,295580600,0.0,0.0
2024-12-03 00:00:00-05:00,25589.19921875,25693.69921875,25578.69921875,25635.69921875,268960100,0.0,0.0
2024-12-04 00:00:00-05:00,25666.400390625,25743.5,25573.599609375,25641.19921875,277667000,0.0,0.0
2024-12-05 00:00:00-05:00,25550.900390625,25760.19921875,25550.900390625,25680.0,250512000,0.0,0.0
2024-12-06 00:00:00-05:00,25743.0,25827.0,25684.69921875,25691.80078125,229584500,0.0,0.0
2024-12-09 00:00:00-05:00,25713.0,25843.19921875,25608.0,25625.400390625,287251400,0.0,0.0
2024-12-10 00:00:00-05:00,25616.69921875,25621.69921875,25498.900390625,25504.30078125,269234200,0.0,0.0
2024-12-11 00:00:00-05:00,25558.80078125,25674.69921875,25533.80078125,25657.69921875,257757200,0.0,0.0
2024-12-12 00:00:00-05:00,25607.19921875,25607.19921875,25393.69921875,25410.69921875,243068700,0.0,0.0
2024-12-13 00:00:00-05:00,25403.599609375,25403.599609375,25216.400390625,25274.30078125,222088900,0.0,0.0
2024-12-16 00:00:00-05:00,25255.900390625,25265.30078125,25133.80078125,25147.19921875,256368800,0.0,0.0
2024-12-17 00:00:00-05:00,25070.80078125,25131.80078125,25008.099609375,25119.69921875,280468000,0.0,0.0
2024-12-18 00:00:00-05:00,25095.0,25116.30078125,24512.69921875,24557.0,296439200,0.0,0.0
2024-12-19 00:00:00-05:00,24590.900390625,24650.400390625,24408.5,24413.900390625,231747700,0.0,0.0
2024-12-20 00:00:00-05:00,24361.30078125,24720.900390625,24250.0,24599.5,517445900,0.0,0.0
2024-12-23 00:00:00-05:00,24566.30078125,24749.80078125,24510.5,24749.0,258159700,0.0,0.0
2024-12-24 00:00:00-05:00,24748.19921875,24846.80078125,24665.599609375,24846.80078125,86275400,0.0,0.0
2024-12-27 00:00:00-05:00,24801.69921875,24876.80078125,24701.19921875,24796.400390625,218074800,0.0,0.0
2024-12-30 00:00:00-05:00,24667.099609375,24691.5,24491.5,24620.599609375,201541100,0.0,0.0
2024-12-31 00:00:00-05:00,24651.5,24767.80078125,24651.5,24727.900390625,154427000,0.0,0.0
2025-01-02 00:00:00-05:00,24821.19921875,25003.19921875,24777.099609375,24898.0,215089400,0.0,0.0
2025-01-03 00:00:00-05:00,24940.0,25086.0,24940.0,25073.5,186569100,0.0,0.0
2025-01-06 00:00:00-05:00,25169.0,25222.400390625,24967.900390625,24999.80078125,239976800,0.0,0.0
2025-01-07 00:00:00-05:00,25059.900390625,25197.0,24863.900390625,24929.900390625,237759800,0.0,0.0
2025-01-08 00:00:00-05:00,24930.0,25061.599609375,24856.19921875,25051.69921875,249050200,0.0,0.0
2025-01-09 00:00:00-05:00,25040.099609375,25100.19921875,25025.099609375,25073.400390625,102055300,0.0,0.0
2025-01-10 00:00:00-05:00,25003.400390625,25003.400390625,24693.80078125,24767.69921875,286998300,0.0,0.0
2025-01-13 00:00:00-05:00,24629.099609375,24668.099609375,24519.80078125,24536.30078125,243466400,0.0,0.0
2025-01-14 00:00:00-05:00,24566.400390625,24623.19921875,24469.900390625,24588.599609375,226054200,0.0,0.0
2025-01-15 00:00:00-05:00,24733.400390625,24879.19921875,24733.400390625,24789.30078125,214065500,0.0,0.0
2025-01-16 00:00:00-05:00,24826.19921875,24884.19921875,24771.900390625,24846.19921875,231750100,0.0,0.0
2025-01-17 00:00:00-05:00,24931.19921875,25088.0,24931.19921875,25067.900390625,216651200,0.0,0.0
2025-01-20 00:00:00-05:00,25064.30078125,25245.80078125,25064.30078125,25130.80078125,51725900,0.0,0.0
2025-01-21 00:00:00-05:00,25167.30078125,25316.099609375,25134.099609375,25281.599609375,227097500,0.0,0.0
2025-01-22 00:00:00-05:00,25315.19921875,25368.900390625,25281.19921875,25311.5,204134500,0.0,0.0
2025-01-23 00:00:00-05:00,25308.19921875,25441.099609375,25308.19921875,25434.099609375,201243100,0.0,0.0
2025-01-24 00:00:00-05:00,25442.599609375,25500.80078125,25415.400390625,25468.5,191948400,0.0,0.0
2025-01-27 00:00:00-05:00,25347.900390625,25347.900390625,25204.099609375,25289.19921875,232863700,0.0,0.0
2025-01-28 00:00:00-05:00,25322.30078125,25425.900390625,25277.099609375,25419.5,202058100,0.0,0.0
2025-01-29 00:00:00-05:00,25411.599609375,25554.30078125,25361.30078125,25473.30078125,182757300,0.0,0.0
2025-01-30 00:00:00-05:00,25549.900390625,25875.599609375,25549.900390625,25808.30078125,225807000,0.0,0.0
2025-01-31 00:00:00-05:00,25822.80078125,25869.80078125,25526.0,25533.099609375,249261900,0.0,0.0
2025-02-03 00:00:00-05:00,25139.400390625,25368.900390625,24742.900390625,25241.80078125,322868900,0.0,0.0
2025-02-04 00:00:00-05:00,25270.30078125,25446.19921875,25259.400390625,25279.400390625,241818100,0.0,0.0
2025-02-05 00:00:00-05:00,25312.80078125,25571.099609375,25307.30078125,25569.80078125,253026000,0.0,0.0
2025-02-06 00:00:00-05:00,25611.0,25669.80078125,25402.80078125,25534.5,242542000,0.0,0.0
2025-02-07 00:00:00-05:00,25544.599609375,25587.5,25380.400390625,25442.900390625,238132400,0.0,0.0
2025-02-10 00:00:00-05:00,25562.80078125,25720.599609375,25562.80078125,25658.900390625,275555500,0.0,0.0
2025-02-11 00:00:00-05:00,25634.30078125,25672.900390625,25480.30078125,25631.80078125,224685900,0.0,0.0
2025-02-12 00:00:00-05:00,25503.30078125,25625.30078125,25453.900390625,25563.099609375,210483500,0.0,0.0
2025-02-13 00:00:00-05:00,25579.30078125,25713.30078125,25579.30078125,25698.5,203033900,0.0,0.0
2025-02-14 00:00:00-05:00,25700.900390625,25701.30078125,25470.80078125,25483.19921875,226493100,0.0,0.0
2025-02-18 00:00:00-05:00,25510.900390625,25668.900390625,25424.0,25648.80078125,289906600,0.0,0.0
2025-02-19 00:00:00-05:00,25605.69921875,25635.5,25439.400390625,25626.19921875,233785200,0.0,0.0
2025-02-20 00:00:00-05:00,25617.19921875,25632.599609375,25436.900390625,25514.099609375,267026600,0.0,0.0
2025-02-21 00:00:00-05:00,25538.80078125,25538.80078125,25126.69921875,25147.0,263242700,0.0,0.0
2025-02-24 00:00:00-05:00,25157.5,25255.900390625,25020.0,25151.30078125,247217200,0.0,0.0
2025-02-25 00:00:00-05:00,25147.0,25258.30078125,24946.099609375,25204.0,292375600,0.0,0.0
2025-02-26 00:00:00-05:00,25240.80078125,25441.69921875,25208.69921875,25328.400390625,228348000,0.0,0.0
2025-02-27 00:00:00-05:00,25366.19921875,25417.5,25128.19921875,25128.19921875,275138100,0.0,0.0
2025-02-28 00:00:00-05:00,25096.19921875,25393.69921875,25012.80078125,25393.5,450777100,0.0,0.0
2025-03-03 00:00:00-05:00,25411.599609375,25559.5,24885.69921875,25001.599609375,340862200,0.0,0.0
2025-03-04 00:00:00-05:00,24862.19921875,24862.19921875,24344.80078125,24572.0,350240700,0.0,0.0
2025-03-05 00:00:00-05:00,24555.900390625,24881.80078125,24549.0,24870.80078125,323156900,0.0,0.0
2025-03-06 00:00:00-05:00,24735.0,24828.400390625,24476.5,24584.0,332961300,0.0,0.0
2025-03-07 00:00:00-05:00,24547.19921875,24825.400390625,24458.5,24758.80078125,301444800,0.0,0.0
2025-03-10 00:00:00-04:00,24601.30078125,24601.30078125,24250.0,24380.69921875,459731100,0.0,0.0
2025-03-11 00:00:00-04:00,24363.0,24493.5,24155.599609375,24248.19921875,365186900,0.0,0.0
2025-03-12 00:00:00-04:00,24334.0,24516.30078125,24227.80078125,24423.30078125,332655500,0.0,0.0
2025-03-13 00:00:00-04:00,24375.099609375,24467.599609375,24145.599609375,24203.19921875,343747400,0.0,0.0
2025-03-14 00:00:00-04:00,24301.69921875,24565.400390625,24293.19921875,24553.400390625,262196500,0.0,0.0
2025-03-17 00:00:00-04:00,24550.099609375,24806.80078125,24550.099609375,24785.099609375,331049100,0.0,0.0
2025-03-18 00:00:00-04:00,24792.5,24792.5,24572.30078125,24706.099609375,246983500,0.0,0.0
2025-03-19 00:00:00-04:00,24724.099609375,25115.5,24724.099609375,25069.19921875,230910800,0.0,0.0
2025-03-20 00:00:00-04:00,24992.099609375,25175.0,24923.099609375,25060.19921875,224988600,0.0,0.0
